Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2025-12-30,Instagram,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-12-30,Instagram,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-12-30,Website Review,Comforter Set,Is the Comforter Set washable?,Neutral
2025-12-30,Instagram,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-12-30,Facebook,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-12-30,Website Review,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-12-30,Website Review,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-12-30,Instagram,Spring Mattress,Just received my Spring Mattress and it looks exactly like the pictures.,Positive
2025-12-30,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-12-29,Facebook,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-12-29,Facebook,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-12-29,Instagram,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-12-29,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2025-12-29,Facebook,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-12-29,Facebook,Memory Foam Pillow,Do you have a showroom in Dhanmondi to test the Memory Foam Pillow?,Neutral
2025-12-29,Instagram,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-12-29,Facebook,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2025-12-29,Website Review,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-12-29,Instagram,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2025-12-29,Facebook,Sofa Cushion,Is the Sofa Cushion available in grey color?,Neutral
2025-12-29,Instagram,Spring Mattress,"Comparing this Spring Mattress with the other model, which is better?",Neutral
2025-12-29,Facebook,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-12-29,Facebook,Sofa Cushion,Delivery was super fast and the Sofa Cushion quality is top notch.,Positive
2025-12-28,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-12-28,Facebook,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-12-28,Facebook,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2025-12-28,Instagram,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-12-28,Instagram,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-12-28,Facebook,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-12-28,Instagram,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-12-28,Website Review,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-12-28,Instagram,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-12-28,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-12-28,Website Review,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-12-28,Website Review,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-12-28,Facebook,Memory Foam Pillow,"Don't buy the Memory Foam Pillow, it captures too much heat.",Negative
2025-12-28,Facebook,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-12-27,Instagram,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-12-27,Facebook,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-12-27,Website Review,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-12-27,Instagram,Comforter Set,Is the Comforter Set washable?,Neutral
2025-12-27,Facebook,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-12-27,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-12-27,Website Review,Memory Foam Pillow,"Regret buying the Memory Foam Pillow, the stitching is coming off.",Negative
2025-12-27,Instagram,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-12-27,Instagram,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-12-27,Website Review,Supreme Foam,How long does delivery take for the Supreme Foam to Chittagong?,Neutral
2025-12-27,Facebook,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-12-27,Instagram,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-12-27,Facebook,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-12-27,Website Review,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-12-26,Facebook,Spring Mattress,Do you have any discount running on the Spring Mattress?,Neutral
2025-12-26,Facebook,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-12-26,Instagram,Sofa Cushion,Do you have a showroom in Dhanmondi to test the Sofa Cushion?,Neutral
2025-12-26,Instagram,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-12-26,Facebook,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-12-26,Instagram,Spring Mattress,Customer service didn't reply when I asked about my Spring Mattress warranty.,Negative
2025-12-26,Website Review,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-12-26,Instagram,Comforter Set,Is the Comforter Set available in grey color?,Neutral
2025-12-26,Facebook,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-12-26,Website Review,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-12-26,Website Review,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-12-26,Website Review,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-12-26,Website Review,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-12-25,Facebook,Comforter Set,Do you have any discount running on the Comforter Set?,Neutral
2025-12-25,Instagram,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-12-25,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-12-25,Website Review,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-12-25,Facebook,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-12-25,Facebook,Memory Foam Pillow,Great service and the Memory Foam Pillow feels premium.,Positive
2025-12-25,Website Review,Orthopedic Mattress,How long does delivery take for the Orthopedic Mattress to Chittagong?,Neutral
2025-12-25,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-12-25,Instagram,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-12-25,Instagram,Orthopedic Mattress,The Orthopedic Mattress smells of chemicals even after a week.,Negative
2025-12-25,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-12-25,Facebook,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-12-25,Facebook,Supreme Foam,"Comparing this Supreme Foam with the other model, which is better?",Neutral
2025-12-24,Instagram,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-12-24,Facebook,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-12-24,Facebook,Spring Mattress,Do you have any discount running on the Spring Mattress?,Neutral
2025-12-24,Facebook,Spring Mattress,"Comparing this Spring Mattress with the other model, which is better?",Neutral
2025-12-24,Instagram,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-12-24,Website Review,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-12-24,Website Review,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-12-24,Instagram,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-12-24,Website Review,Spring Mattress,I am facing specific foam density issues with the Spring Mattress. It sinks too much.,Negative
2025-12-24,Instagram,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-12-24,Instagram,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-12-23,Instagram,Orthopedic Mattress,Do you have a showroom in Dhanmondi to test the Orthopedic Mattress?,Neutral
2025-12-23,Instagram,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-12-23,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-23,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2025-12-23,Facebook,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-12-23,Website Review,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-12-23,Instagram,Spring Mattress,Is the Spring Mattress available in grey color?,Neutral
2025-12-23,Instagram,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-12-23,Facebook,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-12-22,Facebook,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-12-22,Instagram,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-12-22,Facebook,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2025-12-22,Website Review,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-12-22,Facebook,Comforter Set,Do you have a showroom in Dhanmondi to test the Comforter Set?,Neutral
2025-12-22,Website Review,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-12-22,Website Review,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-12-22,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-12-22,Website Review,Spring Mattress,What is the warranty period for the Spring Mattress?,Neutral
2025-12-21,Instagram,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-12-21,Instagram,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2025-12-21,Website Review,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-12-21,Instagram,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-12-21,Website Review,Sofa Cushion,Does the Sofa Cushion come with a cover?,Neutral
2025-12-21,Website Review,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-12-21,Instagram,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-12-21,Instagram,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-12-21,Website Review,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-12-21,Facebook,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-12-21,Website Review,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-12-21,Instagram,Comforter Set,"Regret buying the Comforter Set, the stitching is coming off.",Negative
2025-12-20,Instagram,Spring Mattress,I am facing specific foam density issues with the Spring Mattress. It sinks too much.,Negative
2025-12-20,Website Review,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-12-20,Instagram,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-12-20,Instagram,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-12-20,Facebook,Sofa Cushion,"Regret buying the Sofa Cushion, the stitching is coming off.",Negative
2025-12-20,Instagram,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-12-20,Instagram,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2025-12-20,Facebook,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-12-20,Instagram,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2025-12-20,Instagram,Spring Mattress,"Comparing this Spring Mattress with the other model, which is better?",Neutral
2025-12-20,Facebook,Comforter Set,"Comparing this Comforter Set with the other model, which is better?",Neutral
2025-12-20,Facebook,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-12-20,Website Review,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-12-19,Website Review,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-12-19,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-12-19,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-12-19,Website Review,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-12-19,Facebook,Supreme Foam,Does the Supreme Foam come with a cover?,Neutral
2025-12-19,Website Review,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-12-19,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-12-19,Facebook,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-12-19,Website Review,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-12-19,Facebook,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-12-19,Website Review,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-12-19,Website Review,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-12-18,Instagram,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-12-18,Instagram,Supreme Foam,Customer service didn't reply when I asked about my Supreme Foam warranty.,Negative
2025-12-18,Facebook,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-12-18,Instagram,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-12-18,Website Review,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-12-18,Website Review,Sofa Cushion,How long does delivery take for the Sofa Cushion to Chittagong?,Neutral
2025-12-18,Facebook,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-18,Instagram,Comforter Set,"Comparing this Comforter Set with the other model, which is better?",Neutral
2025-12-18,Website Review,Supreme Foam,My Supreme Foam arrived damaged and return process is a nightmare.,Negative
2025-12-18,Facebook,Spring Mattress,Does the Spring Mattress come with a cover?,Neutral
2025-12-18,Website Review,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-12-17,Instagram,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2025-12-17,Instagram,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-12-17,Instagram,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-12-17,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-12-17,Website Review,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-12-17,Instagram,Spring Mattress,Do you have any discount running on the Spring Mattress?,Neutral
2025-12-17,Facebook,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-12-17,Facebook,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-12-17,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-12-17,Facebook,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-12-17,Website Review,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-12-17,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-12-17,Facebook,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-12-17,Instagram,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-12-16,Instagram,Comforter Set,Do you have any discount running on the Comforter Set?,Neutral
2025-12-16,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-12-16,Instagram,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2025-12-16,Instagram,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2025-12-16,Facebook,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-12-16,Facebook,Spring Mattress,How long does delivery take for the Spring Mattress to Chittagong?,Neutral
2025-12-16,Instagram,Supreme Foam,How long does delivery take for the Supreme Foam to Chittagong?,Neutral
2025-12-16,Instagram,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-12-16,Website Review,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-12-16,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-12-16,Website Review,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-12-16,Facebook,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-12-15,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-12-15,Instagram,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-12-15,Website Review,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-12-15,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-12-15,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-12-15,Facebook,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-12-15,Website Review,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-12-15,Instagram,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-12-15,Facebook,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-12-15,Instagram,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-12-15,Facebook,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-12-15,Website Review,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-12-15,Instagram,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2025-12-15,Website Review,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2025-12-15,Instagram,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-12-14,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-12-14,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-12-14,Instagram,Comforter Set,Do you have a showroom in Dhanmondi to test the Comforter Set?,Neutral
2025-12-14,Website Review,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-12-14,Facebook,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2025-12-14,Facebook,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-12-14,Website Review,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-12-14,Website Review,Spring Mattress,What is the warranty period for the Spring Mattress?,Neutral
2025-12-14,Instagram,Spring Mattress,Do you have any discount running on the Spring Mattress?,Neutral
2025-12-14,Facebook,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-12-14,Facebook,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-12-14,Facebook,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-12-13,Instagram,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-12-13,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-12-13,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-12-13,Facebook,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2025-12-13,Facebook,Comforter Set,What is the warranty period for the Comforter Set?,Neutral
2025-12-13,Instagram,Sofa Cushion,"Not happy with the foam density of the Sofa Cushion, feels cheap.",Negative
2025-12-13,Facebook,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-12-12,Website Review,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-12-12,Instagram,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-12-12,Website Review,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-12-12,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-12-12,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-12-12,Instagram,Sofa Cushion,How long does delivery take for the Sofa Cushion to Chittagong?,Neutral
2025-12-12,Facebook,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2025-12-12,Website Review,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-12-12,Website Review,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-12-11,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-12-11,Instagram,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-12-11,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-12-11,Website Review,Sofa Cushion,"Comparing this Sofa Cushion with the other model, which is better?",Neutral
2025-12-11,Facebook,Comforter Set,Do you have any discount running on the Comforter Set?,Neutral
2025-12-11,Facebook,Spring Mattress,What is the warranty period for the Spring Mattress?,Neutral
2025-12-11,Website Review,Spring Mattress,Does the Spring Mattress come with a cover?,Neutral
2025-12-11,Instagram,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-12-10,Facebook,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-12-10,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-12-10,Website Review,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-12-10,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-12-10,Website Review,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-12-10,Website Review,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-12-10,Website Review,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-12-10,Facebook,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-12-10,Instagram,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-12-10,Instagram,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-12-10,Instagram,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-12-09,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-12-09,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-12-09,Facebook,Memory Foam Pillow,"Regret buying the Memory Foam Pillow, the stitching is coming off.",Negative
2025-12-09,Facebook,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2025-12-09,Facebook,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-12-09,Instagram,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-12-09,Facebook,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-12-09,Website Review,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-12-09,Website Review,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2025-12-09,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-12-09,Instagram,Supreme Foam,"Comparing this Supreme Foam with the other model, which is better?",Neutral
2025-12-09,Website Review,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-12-08,Instagram,Comforter Set,"Regret buying the Comforter Set, the stitching is coming off.",Negative
2025-12-08,Instagram,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-12-08,Instagram,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2025-12-08,Instagram,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-12-08,Website Review,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-12-08,Facebook,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-12-08,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-12-08,Facebook,Spring Mattress,Just received my Spring Mattress and it looks exactly like the pictures.,Positive
2025-12-08,Website Review,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-12-08,Instagram,Spring Mattress,Customer service didn't reply when I asked about my Spring Mattress warranty.,Negative
2025-12-08,Website Review,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-12-08,Instagram,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-12-08,Instagram,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-12-08,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow available in grey color?,Neutral
2025-12-07,Instagram,Orthopedic Mattress,I am facing specific foam density issues with the Orthopedic Mattress. It sinks too much.,Negative
2025-12-07,Instagram,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-12-07,Facebook,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-12-07,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow available in King Size?,Neutral
2025-12-07,Facebook,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-12-07,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-12-07,Website Review,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-12-07,Instagram,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-12-06,Website Review,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-12-06,Instagram,Comforter Set,Five stars for the Comforter Set!,Positive
2025-12-06,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-12-06,Website Review,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-12-06,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-12-06,Website Review,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-12-06,Instagram,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-12-05,Facebook,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-12-05,Facebook,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-12-05,Facebook,Spring Mattress,I am facing specific foam density issues with the Spring Mattress. It sinks too much.,Negative
